data_broker,model,prompting_strategy,combined_prompting_strategy,pattern_name,status,task_completion,classification_accuracy,explanation_accuracy,is_correct_classification,model_found,actual_found,verification
thebridgecorp.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'CAPTCHA present but did not block inspection; no submission attempted.'}"
unacast.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,Complete,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Extracted content indicates only a webform is offered for CCPA access; no toll-free phone, postal mail address, or CCPA-specific email were found.', 'details': 'Form includes Google reCAPTCHA; security verification noted but did not block review.'}"
unacast.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,found,Complete,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Extracted content indicates only a webform is offered for CCPA access; no toll-free phone, postal mail address, or CCPA-specific email were found.', 'details': 'Form includes Google reCAPTCHA; security verification noted but did not block review.'}"
unacast.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,not found,Complete,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Extracted content indicates only a webform is offered for CCPA access; no toll-free phone, postal mail address, or CCPA-specific email were found.', 'details': 'Form includes Google reCAPTCHA; security verification noted but did not block review.'}"
theswarm.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier navigation step timed out but no bot checks or CAPTCHAs were encountered; pages loaded normally on retry.'}"
theswarm.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,found,,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier navigation step timed out but no bot checks or CAPTCHAs were encountered; pages loaded normally on retry.'}"
theswarm.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'One earlier navigation step timed out but no bot checks or CAPTCHAs were encountered; pages loaded normally on retry.'}"
usadata.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,Complete,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
usadata.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,found,Complete,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
usadata.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,Incomplete,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': None}"
upscapital.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,not found,Complete,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or access blocks prevented evaluation; standard CAPTCHA present on webform but not treated as a dark pattern per instructions.'}"
upscapital.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,Incomplete,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or access blocks prevented evaluation; standard CAPTCHA present on webform but not treated as a dark pattern per instructions.'}"
upscapital.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,Complete,Incorrect,Incorrect,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No bot checks or access blocks prevented evaluation; standard CAPTCHA present on webform but not treated as a dark pattern per instructions.'}"
veraset.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,Complete,Incorrect,Unsure,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Privacy Policy shows link to a CCPA addendum at /ca-privacy-policy; following it results in a 404 ('Page Not Found'). The Do-Not-Sell Request page exists under /legal/, but its applicability to Right of Access is unclear."", 'details': 'Encountered multiple 404 pages when following state-specific policy/addendum links; no CAPTCHAs or bot-detection blocks observed.'}"
veraset.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,Complete,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Privacy Policy shows link to a CCPA addendum at /ca-privacy-policy; following it results in a 404 ('Page Not Found'). The Do-Not-Sell Request page exists under /legal/, but its applicability to Right of Access is unclear."", 'details': 'Encountered multiple 404 pages when following state-specific policy/addendum links; no CAPTCHAs or bot-detection blocks observed.'}"
veraset.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,Complete,Correct,Correct,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Privacy Policy shows link to a CCPA addendum at /ca-privacy-policy; following it results in a 404 ('Page Not Found'). The Do-Not-Sell Request page exists under /legal/, but its applicability to Right of Access is unclear."", 'details': 'Encountered multiple 404 pages when following state-specific policy/addendum links; no CAPTCHAs or bot-detection blocks observed.'}"
teamdms.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,,Correct,Partial,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Form DOM inspection showed required attributes; dropdowns lacked any 'Right to Know/Access' option."", 'details': 'No bot checks or CAPTCHAs encountered.'}"
teamdms.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Form DOM inspection showed required attributes; dropdowns lacked any 'Right to Know/Access' option."", 'details': 'No bot checks or CAPTCHAs encountered.'}"
teamdms.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,found,,Correct,Partial,True,True,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': ""Form DOM inspection showed required attributes; dropdowns lacked any 'Right to Know/Access' option."", 'details': 'No bot checks or CAPTCHAs encountered.'}"
trueopulence.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or bot-detection blocks encountered during navigation.'}"
trueopulence.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or bot-detection blocks encountered during navigation.'}"
trueopulence.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': None, 'static_html_findings': None, 'details': 'No verification or bot-detection blocks encountered during navigation.'}"
telesign.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Form fields and attributes (including required=true) were readable from the DOM in the iframe without interaction.', 'details': 'Automation clicks inside the iframe intermittently failed (indices stale/not interactable). This appears to be an automation/iframe interaction issue rather than a user-facing block; no CAPTCHA or auth wall encountered.'}"
telesign.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Adding Steps,not found,,Correct,Correct,True,False,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Form fields and attributes (including required=true) were readable from the DOM in the iframe without interaction.', 'details': 'Automation clicks inside the iframe intermittently failed (indices stale/not interactable). This appears to be an automation/iframe interaction issue rather than a user-facing block; no CAPTCHA or auth wall encountered.'}"
telesign.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Privacy Mazes,not found,,Incorrect,Incorrect,False,False,True,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': None, 'static_html_checked': True, 'static_html_findings': 'Form fields and attributes (including required=true) were readable from the DOM in the iframe without interaction.', 'details': 'Automation clicks inside the iframe intermittently failed (indices stale/not interactable). This appears to be an automation/iframe interaction issue rather than a user-facing block; no CAPTCHA or auth wall encountered.'}"
usdatacorporation.com,gpt-5,obstruction_zero_shot_regulator_role,Zero shot + Role,Creating Barriers,found,Complete,Incorrect,Unsure,False,True,False,"{'blocked': False, 'blocker_type': None, 'blocker_message': None, 'blocked_stage': 'Inspecting required/optional attributes of webform fields', 'static_html_checked': True, 'static_html_findings': 'Attempted programmatic inspection of iframe fields but received cross-origin/""no iframe doc"" errors; therefore, attribute-level required status could not be verified.', 'details': ""The rights webform is embedded in a cross-origin iframe; HTML attribute inspection was blocked. Visual cues were used; requirement statuses marked as 'unsure' where not clearly visible.""}"
