pattern_name,data_broker,time_stamp,status,file_path,is_successful,blocked,block_category
Choice Overload,firstdirectmarketing.com,20260210-211120,not found,../../browser_history_output/firstdirectmarketing.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-211120,True,False,no_blocking
Hidden Information,altairdata.com,20260212-201811,found,../../browser_history_output/altairdata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-201811,True,False,no_blocking
Visual Prominence,altairdata.com,20260212-201811,not found,../../browser_history_output/altairdata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-201811,True,False,no_blocking
Feedforward Ambiguity,altairdata.com,20260212-201811,found,../../browser_history_output/altairdata.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-201811,True,False,no_blocking
Dead Ends,altairdata.com,20260207-015700,not found,../../browser_history_output/altairdata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-015700,True,False,no_blocking
Creating Barriers,altairdata.com,20260207-015700,found,../../browser_history_output/altairdata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-015700,True,False,no_blocking
Adding Steps,altairdata.com,20260207-015700,not found,../../browser_history_output/altairdata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-015700,True,False,no_blocking
Privacy Mazes,altairdata.com,20260207-015700,found,../../browser_history_output/altairdata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-015700,True,False,no_blocking
Conflicting Information,altairdata.com,20260212-071731,not found,../../browser_history_output/altairdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-071731,True,False,no_blocking
Information Without Context,altairdata.com,20260212-071731,not found,../../browser_history_output/altairdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-071731,True,False,no_blocking
Forced Registration,altairdata.com,20260212-071731,not found,../../browser_history_output/altairdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-071731,True,False,no_blocking
Bad Defaults,altairdata.com,20260212-071731,not found,../../browser_history_output/altairdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-071731,True,False,no_blocking
Choice Overload,altairdata.com,20260212-071731,not found,../../browser_history_output/altairdata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-071731,True,False,no_blocking
Hidden Information,jungroup.com,20260209-230331,not found,../../browser_history_output/jungroup.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-230331,True,True,automation_instability
Visual Prominence,jungroup.com,20260209-230331,not found,../../browser_history_output/jungroup.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-230331,True,True,automation_instability
Feedforward Ambiguity,jungroup.com,20260209-230331,found,../../browser_history_output/jungroup.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-230331,True,True,automation_instability
Dead Ends,jungroup.com,20260204-163821,not found,../../browser_history_output/jungroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-163821,True,False,no_blocking
Creating Barriers,jungroup.com,20260204-163821,found,../../browser_history_output/jungroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-163821,True,False,no_blocking
Adding Steps,jungroup.com,20260204-163821,not found,../../browser_history_output/jungroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-163821,True,False,no_blocking
Privacy Mazes,jungroup.com,20260204-163821,not found,../../browser_history_output/jungroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-163821,True,False,no_blocking
Hidden Information,cognism.com,20260213-122616,not found,../../browser_history_output/cognism.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-122616,True,False,no_blocking
Visual Prominence,cognism.com,20260213-122616,not found,../../browser_history_output/cognism.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-122616,True,False,no_blocking
Feedforward Ambiguity,cognism.com,20260213-122616,not found,../../browser_history_output/cognism.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-122616,True,False,no_blocking
Dead Ends,cognism.com,20260207-160006,not found,../../browser_history_output/cognism.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-160006,True,False,no_blocking
Creating Barriers,cognism.com,20260207-160006,not found,../../browser_history_output/cognism.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-160006,True,False,no_blocking
Adding Steps,cognism.com,20260207-160006,not found,../../browser_history_output/cognism.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-160006,True,False,no_blocking
Privacy Mazes,cognism.com,20260207-160006,found,../../browser_history_output/cognism.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-160006,True,False,no_blocking
Conflicting Information,cognism.com,20260212-224347,found,../../browser_history_output/cognism.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-224347,True,False,no_blocking
Information Without Context,cognism.com,20260212-224347,not found,../../browser_history_output/cognism.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-224347,True,False,no_blocking
Forced Registration,cognism.com,20260212-224347,not found,../../browser_history_output/cognism.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-224347,True,False,no_blocking
Bad Defaults,cognism.com,20260212-224347,not found,../../browser_history_output/cognism.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-224347,True,False,no_blocking
Choice Overload,cognism.com,20260212-224347,not found,../../browser_history_output/cognism.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-224347,True,False,no_blocking
Hidden Information,biointelli.com,20260213-034642,found,../../browser_history_output/biointelli.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-034642,True,True,interaction_failure
Visual Prominence,biointelli.com,20260213-034642,not found,../../browser_history_output/biointelli.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-034642,True,True,interaction_failure
Feedforward Ambiguity,biointelli.com,20260213-034642,not found,../../browser_history_output/biointelli.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-034642,True,True,interaction_failure
Dead Ends,biointelli.com,20260207-073439,found,../../browser_history_output/biointelli.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-073439,True,False,no_blocking
Creating Barriers,biointelli.com,20260207-073439,not found,../../browser_history_output/biointelli.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-073439,True,False,no_blocking
Adding Steps,biointelli.com,20260207-073439,not found,../../browser_history_output/biointelli.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-073439,True,False,no_blocking
Privacy Mazes,biointelli.com,20260207-073439,not found,../../browser_history_output/biointelli.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-073439,True,False,no_blocking
Conflicting Information,biointelli.com,20260212-141731,found,../../browser_history_output/biointelli.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-141731,True,False,no_blocking
Information Without Context,biointelli.com,20260212-141731,found,../../browser_history_output/biointelli.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-141731,True,False,no_blocking
Forced Registration,biointelli.com,20260212-141731,found,../../browser_history_output/biointelli.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-141731,True,False,no_blocking
Bad Defaults,biointelli.com,20260212-141731,not found,../../browser_history_output/biointelli.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-141731,True,False,no_blocking
Choice Overload,biointelli.com,20260212-141731,not found,../../browser_history_output/biointelli.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-141731,True,False,no_blocking
Dead Ends,retention.com,20260205-055216,found,../../browser_history_output/retention.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-055216,True,False,no_blocking
Creating Barriers,retention.com,20260205-055216,not found,../../browser_history_output/retention.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-055216,True,False,no_blocking
Adding Steps,retention.com,20260205-055216,not found,../../browser_history_output/retention.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-055216,True,False,no_blocking
Privacy Mazes,retention.com,20260205-055216,not found,../../browser_history_output/retention.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260205-055216,True,False,no_blocking
Conflicting Information,retention.com,20260209-180801,not found,../../browser_history_output/retention.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-180801,True,False,no_blocking
Information Without Context,retention.com,20260209-180801,not found,../../browser_history_output/retention.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-180801,True,False,no_blocking
Forced Registration,retention.com,20260209-180801,not found,../../browser_history_output/retention.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-180801,True,False,no_blocking
Bad Defaults,retention.com,20260209-180801,not found,../../browser_history_output/retention.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-180801,True,False,no_blocking
Choice Overload,retention.com,20260209-180801,not found,../../browser_history_output/retention.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-180801,True,False,no_blocking
Hidden Information,livedatatechnologies.com,20260210-045321,not found,../../browser_history_output/livedatatechnologies.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-045321,True,True,automation_instability
Visual Prominence,livedatatechnologies.com,20260210-045321,not found,../../browser_history_output/livedatatechnologies.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-045321,True,True,automation_instability
Feedforward Ambiguity,livedatatechnologies.com,20260210-045321,found,../../browser_history_output/livedatatechnologies.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-045321,True,True,automation_instability
Dead Ends,livedatatechnologies.com,20260204-232937,not found,../../browser_history_output/livedatatechnologies.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-232937,True,False,no_blocking
Creating Barriers,livedatatechnologies.com,20260204-232937,not found,../../browser_history_output/livedatatechnologies.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-232937,True,False,no_blocking
Adding Steps,livedatatechnologies.com,20260204-232937,not found,../../browser_history_output/livedatatechnologies.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-232937,True,False,no_blocking
Privacy Mazes,livedatatechnologies.com,20260204-232937,not found,../../browser_history_output/livedatatechnologies.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-232937,True,False,no_blocking
Conflicting Information,livedatatechnologies.com,20260210-082352,found,../../browser_history_output/livedatatechnologies.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-082352,True,False,no_blocking
Information Without Context,livedatatechnologies.com,20260210-082352,found,../../browser_history_output/livedatatechnologies.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-082352,True,False,no_blocking
Forced Registration,livedatatechnologies.com,20260210-082352,not found,../../browser_history_output/livedatatechnologies.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-082352,True,False,no_blocking
Bad Defaults,livedatatechnologies.com,20260210-082352,not found,../../browser_history_output/livedatatechnologies.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-082352,True,False,no_blocking
Choice Overload,livedatatechnologies.com,20260210-082352,not found,../../browser_history_output/livedatatechnologies.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-082352,True,False,no_blocking
Hidden Information,pitchbook.com,20260210-230635,not found,../../browser_history_output/pitchbook.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-230635,True,False,no_blocking
Visual Prominence,pitchbook.com,20260210-230635,not found,../../browser_history_output/pitchbook.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-230635,True,False,no_blocking
Feedforward Ambiguity,pitchbook.com,20260210-230635,not found,../../browser_history_output/pitchbook.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-230635,True,False,no_blocking
Dead Ends,pitchbook.com,20260204-032430,not found,../../browser_history_output/pitchbook.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-032430,True,False,no_blocking
Creating Barriers,pitchbook.com,20260204-032430,found,../../browser_history_output/pitchbook.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-032430,True,False,no_blocking
Adding Steps,pitchbook.com,20260204-032430,not found,../../browser_history_output/pitchbook.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-032430,True,False,no_blocking
Privacy Mazes,pitchbook.com,20260204-032430,not found,../../browser_history_output/pitchbook.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-032430,True,False,no_blocking
Conflicting Information,pitchbook.com,20260209-081607,not found,../../browser_history_output/pitchbook.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-081607,True,False,no_blocking
